date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:34:22	21589/21589	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2009:04:20%20GMT	http://designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.eot	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.3c.delayed	(from http://designcarebd.com/corvance/assets/css/bootstrap.min.css)
14:34:24	21638/21638	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2009:04:23%20GMT	http://designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.eot?	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.3dd41d.delayed	(from http://designcarebd.com/corvance/assets/css/bootstrap.min.css)
14:34:26	21623/21623	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2009:04:24%20GMT	http://designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.woff2	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.3e.delayed	(from http://designcarebd.com/corvance/assets/css/bootstrap.min.css)
14:34:27	21621/21621	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2009:04:26%20GMT	http://designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.woff	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.3f.delayed	(from http://designcarebd.com/corvance/assets/css/bootstrap.min.css)
14:34:29	21619/21619	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2009:04:28%20GMT	http://designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.ttf	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.40.delayed	(from http://designcarebd.com/corvance/assets/css/bootstrap.min.css)
14:34:31	21619/21619	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2012%20May%202018%2009:04:29%20GMT	http://designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.svg	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/glyphicons-halflings-regular.41.delayed	(from http://designcarebd.com/corvance/assets/css/bootstrap.min.css)
14:34:46	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%2212d68-55065c1bf1e00%22	http://designcarebd.com/corvance/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://designcarebd.com/corvance/assets/css/font-awesome.min.css)
14:34:52	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-55065c1bf1e00%22	http://designcarebd.com/corvance/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/fontawesome-webfont3e6e.woff	(from http://designcarebd.com/corvance/assets/css/font-awesome.min.css)
14:34:52	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-55065c1bf1e00%22	http://designcarebd.com/corvance/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/fontawesome-webfont3e6e.eot	(from http://designcarebd.com/corvance/assets/css/font-awesome.min.css)
14:34:58	108/108	---M--	200	added ('OK')	image/png	etag:%226c-55065c1bf1e00%22	http://designcarebd.com/corvance/assets/img/grabbing.png	D:/microsoftsystem/designcarebd.com/corvance/assets/img/grabbing.png	(from http://designcarebd.com/corvance/assets/css/owl.carousel.min.css)
14:34:58	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-55065c1bf1e00%22	http://designcarebd.com/corvance/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/fontawesome-webfont3e6e.svg	(from http://designcarebd.com/corvance/assets/css/font-awesome.min.css)
14:34:59	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-55065c1bf1e00%22	http://designcarebd.com/corvance/assets/fonts/fontawesome-webfont.eot?	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/fontawesome-webfontd41d.eot	(from http://designcarebd.com/corvance/assets/css/font-awesome.min.css)
14:35:11	79147/79147	---M--	200	added ('OK')	image/gif	etag:%221352b-5693225fa5f80%22	http://designcarebd.com/corvance/assets/img/preloader.gif	D:/microsoftsystem/designcarebd.com/corvance/assets/img/preloader.gif	(from http://designcarebd.com/corvance/assets/css/style.css)
14:35:12	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-55065c1bf1e00%22	http://designcarebd.com/corvance/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/microsoftsystem/designcarebd.com/corvance/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://designcarebd.com/corvance/assets/css/font-awesome.min.css)
14:35:21	50506/50506	---M--	200	added ('OK')	image/jpeg	etag:%22c54a-56a51c6d07a00%22	http://designcarebd.com/corvance/assets/img/about/about.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/about/about.jpg	(from http://designcarebd.com/corvance/assets/css/style.css)
14:35:21	132059/132059	---M--	200	added ('OK')	image/jpeg	etag:%22203db-56a51c44f9b80%22	http://designcarebd.com/corvance/assets/img/slider/02.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/slider/02.jpg	(from http://designcarebd.com/corvance/assets/css/style.css)
14:35:23	159231/159231	---M--	200	added ('OK')	image/jpeg	etag:%2226dff-56a821d743100%22	http://designcarebd.com/corvance/assets/img/slider/01.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/slider/01.jpg	(from http://designcarebd.com/corvance/assets/css/style.css)
14:35:30	120524/120524	---M--	200	added ('OK')	image/jpeg	etag:%221d6cc-56a51c4e83200%22	http://designcarebd.com/corvance/assets/img/slider/03.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/slider/03.jpg	(from http://designcarebd.com/corvance/assets/css/style.css)
14:35:42	71755/71755	---M--	200	added ('OK')	image/jpeg	etag:%221184b-566141da0a680%22	http://designcarebd.com/corvance/assets/img/bg/video-bg.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/bg/video-bg.jpg	(from http://designcarebd.com/corvance/assets/css/style.css)
14:35:43	557/557	---M--	200	added ('OK')	image/png	etag:%2222d-566270c51d300%22	http://designcarebd.com/corvance/assets/img/search2.png	D:/microsoftsystem/designcarebd.com/corvance/assets/img/search2.png	(from http://designcarebd.com/corvance/assets/css/style.css)
14:35:44	139925/139925	---M--	200	added ('OK')	image/jpeg	etag:%2222295-56a51cabf8e80%22	http://designcarebd.com/corvance/assets/img/bg/testimonial-bg.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/bg/testimonial-bg.jpg	(from http://designcarebd.com/corvance/assets/css/style.css)
14:35:47	161932/161932	---M--	200	added ('OK')	image/jpeg	etag:%222788c-56a51c8d74680%22	http://designcarebd.com/corvance/assets/img/bg/counter-bg.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/bg/counter-bg.jpg	(from http://designcarebd.com/corvance/assets/css/style.css)
14:36:02	110947/110947	---M--	200	added ('OK')	image/jpeg	etag:%221b163-56939bec22480%22	http://designcarebd.com/corvance/assets/img/news/02.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/news/02.jpg	(from http://designcarebd.com/corvance/index2.html)
14:36:07	121944/121944	---M--	200	added ('OK')	image/jpeg	etag:%221dc58-56939c1800c00%22	http://designcarebd.com/corvance/assets/img/news/04.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/news/04.jpg	(from http://designcarebd.com/corvance/index2.html)
14:36:10	41116/41116	---M--	200	added ('OK')	image/png	etag:%22a09c-568f808c72400%22	http://designcarebd.com/corvance/assets/img/404.png	D:/microsoftsystem/designcarebd.com/corvance/assets/img/404.png	(from http://designcarebd.com/corvance/404.html)
14:36:16	194655/194655	---M--	200	added ('OK')	image/jpeg	etag:%222f85f-56939c0305a80%22	http://designcarebd.com/corvance/assets/img/news/03.jpg	D:/microsoftsystem/designcarebd.com/corvance/assets/img/news/03.jpg	(from http://designcarebd.com/corvance/index2.html)
14:36:18	6904/6904	---M--	200	added ('OK')	image/png	etag:%221af8-5691b30f5c580%22	http://designcarebd.com/corvance/assets/img/clients/1.png	D:/microsoftsystem/designcarebd.com/corvance/assets/img/clients/1.png	(from http://designcarebd.com/corvance/about.html)
14:36:21	72316/72316	---M--	200	added ('OK')	image/png	etag:%2211a7c-568bc5fec1100%22	http://designcarebd.com/corvance/assets/img/about/3.png	D:/microsoftsystem/designcarebd.com/corvance/assets/img/about/3.png	(from http://designcarebd.com/corvance/about.html)
14:36:21	5131/5131	---M--	200	added ('OK')	image/png	etag:%22140b-5691b3226f280%22	http://designcarebd.com/corvance/assets/img/clients/2.png	D:/microsoftsystem/designcarebd.com/corvance/assets/img/clients/2.png	(from http://designcarebd.com/corvance/about.html)
